Date,Adj Close,Close,High,Low,Open,Volume,Percentage_change
2000-02-24 00:00:00+00:00,1353.430054,1353.430054,1364.800049,1329.880005,1360.689941,1215000000,-0.005335446
2000-02-25 00:00:00+00:00,1333.359985,1333.359985,1362.140015,1329.150024,1353.430054,1065200000,-0.01482904
2000-02-28 00:00:00+00:00,1348.050049,1348.050049,1360.819946,1325.069946,1333.359985,1026500000,0.011017327
2000-02-29 00:00:00+00:00,1366.420044,1366.420044,1369.630005,1348.050049,1348.050049,1204300000,0.013627087
2000-03-01 00:00:00+00:00,1379.189941,1379.189941,1383.459961,1366.420044,1366.420044,1274100000,0.009345514
2000-03-02 00:00:00+00:00,1381.76001,1381.76001,1386.560059,1370.349976,1379.189941,1198600000,0.001863462
2000-03-03 00:00:00+00:00,1409.170044,1409.170044,1410.880005,1381.76001,1381.76001,1150300000,0.019837044
2000-03-06 00:00:00+00:00,1391.280029,1391.280029,1409.73999,1384.75,1409.170044,1029000000,-0.012695426
2000-03-07 00:00:00+00:00,1355.619995,1355.619995,1399.209961,1349.98999,1391.280029,1314100000,-0.025631098
2000-03-08 00:00:00+00:00,1366.699951,1366.699951,1373.790039,1346.619995,1355.619995,1203000000,0.00817335
2000-03-09 00:00:00+00:00,1401.689941,1401.689941,1401.819946,1357.880005,1366.699951,1123000000,0.025601808
2000-03-10 00:00:00+00:00,1395.069946,1395.069946,1413.459961,1392.069946,1401.689941,1138800000,-0.004722867
2000-03-13 00:00:00+00:00,1383.619995,1383.619995,1398.390015,1364.839966,1395.069946,1016100000,-0.008207439
2000-03-14 00:00:00+00:00,1359.150024,1359.150024,1395.150024,1359.150024,1383.619995,1094000000,-0.017685471
2000-03-15 00:00:00+00:00,1392.140015,1392.140015,1397.98999,1356.98999,1359.150024,1302800000,0.024272516
2000-03-16 00:00:00+00:00,1458.469971,1458.469971,1458.469971,1392.150024,1392.150024,1482300000,0.047646038
2000-03-17 00:00:00+00:00,1464.469971,1464.469971,1477.329956,1453.319946,1458.469971,1295100000,0.0041139
2000-03-20 00:00:00+00:00,1456.630005,1456.630005,1470.300049,1448.48999,1464.469971,920800000,-0.005353449
2000-03-21 00:00:00+00:00,1493.869995,1493.869995,1493.920044,1446.060059,1456.630005,1065900000,0.025565854
2000-03-22 00:00:00+00:00,1500.640015,1500.640015,1505.079956,1487.329956,1493.869995,1075000000,0.004531867
2000-03-23 00:00:00+00:00,1527.349976,1527.349976,1532.5,1492.390015,1500.640015,1078300000,0.017799046
2000-03-24 00:00:00+00:00,1527.459961,1527.459961,1552.869995,1516.829956,1527.349976,1052200000,7.20E-05
2000-03-27 00:00:00+00:00,1523.859985,1523.859985,1534.630005,1518.459961,1527.459961,901000000,-0.002356838
2000-03-28 00:00:00+00:00,1507.72998,1507.72998,1527.359985,1507.089966,1523.859985,959100000,-0.010584965
2000-03-29 00:00:00+00:00,1508.52002,1508.52002,1521.449951,1497.449951,1507.72998,1061900000,0.000523992
2000-03-30 00:00:00+00:00,1487.920044,1487.920044,1517.380005,1474.630005,1508.52002,1193400000,-0.013655752
2000-03-31 00:00:00+00:00,1498.579956,1498.579956,1519.810059,1484.380005,1487.920044,1227400000,0.007164304
2000-04-03 00:00:00+00:00,1505.969971,1505.969971,1507.189941,1486.959961,1498.579956,1021700000,0.004931345
2000-04-04 00:00:00+00:00,1494.72998,1494.72998,1526.449951,1416.410034,1505.97998,1515460000,-0.007463622
2000-04-05 00:00:00+00:00,1487.369995,1487.369995,1506.550049,1478.050049,1494.72998,1110300000,-0.004923956
2000-04-06 00:00:00+00:00,1501.339966,1501.339966,1511.76001,1487.369995,1487.369995,1008000000,0.009392398
2000-04-07 00:00:00+00:00,1516.349976,1516.349976,1518.680054,1501.339966,1501.339966,891600000,0.009997742
2000-04-10 00:00:00+00:00,1504.459961,1504.459961,1527.189941,1503.349976,1516.349976,853700000,-0.007841207
2000-04-11 00:00:00+00:00,1500.589966,1500.589966,1512.800049,1486.780029,1504.459961,971400000,-0.002572348
2000-04-12 00:00:00+00:00,1467.170044,1467.170044,1509.079956,1466.150024,1500.589966,1175900000,-0.022271188
2000-04-13 00:00:00+00:00,1440.51001,1440.51001,1477.52002,1439.339966,1467.170044,1032000000,-0.01817106
2000-04-14 00:00:00+00:00,1356.560059,1356.560059,1440.51001,1339.400024,1440.51001,1279700000,-0.058277937
2000-04-17 00:00:00+00:00,1401.439941,1401.439941,1401.530029,1346.5,1356.560059,1204700000,0.033083594
2000-04-18 00:00:00+00:00,1441.609985,1441.609985,1441.609985,1397.810059,1401.439941,1109400000,0.028663407
2000-04-19 00:00:00+00:00,1427.469971,1427.469971,1447.689941,1424.26001,1441.609985,1001400000,-0.009808488
2000-04-20 00:00:00+00:00,1434.540039,1434.540039,1435.48999,1422.079956,1427.469971,896200000,0.004952867
2000-04-24 00:00:00+00:00,1429.859985,1429.859985,1434.540039,1407.130005,1434.540039,868700000,-0.003262407
2000-04-25 00:00:00+00:00,1477.439941,1477.439941,1477.670044,1429.859985,1429.859985,1071100000,0.033275955
2000-04-26 00:00:00+00:00,1460.98999,1460.98999,1482.939941,1456.97998,1477.439941,999600000,-0.011134091
2000-04-27 00:00:00+00:00,1464.920044,1464.920044,1469.209961,1434.810059,1460.98999,1111000000,0.002689994
2000-04-28 00:00:00+00:00,1452.430054,1452.430054,1473.619995,1448.150024,1464.920044,984600000,-0.008526056
2000-05-01 00:00:00+00:00,1468.25,1468.25,1481.51001,1452.430054,1452.430054,966300000,0.010892054
2000-05-02 00:00:00+00:00,1446.290039,1446.290039,1468.25,1445.219971,1468.25,1011500000,-0.014956554
2000-05-03 00:00:00+00:00,1415.099976,1415.099976,1446.290039,1398.359985,1446.290039,991600000,-0.021565566
2000-05-04 00:00:00+00:00,1409.569946,1409.569946,1420.98999,1404.939941,1415.099976,925800000,-0.003907872
2000-05-05 00:00:00+00:00,1432.630005,1432.630005,1436.030029,1405.079956,1409.569946,805500000,0.016359641
2000-05-08 00:00:00+00:00,1424.170044,1424.170044,1432.630005,1417.050049,1432.630005,787600000,-0.005905196
2000-05-09 00:00:00+00:00,1412.140015,1412.140015,1430.280029,1401.849976,1424.170044,896600000,-0.008447046
2000-05-10 00:00:00+00:00,1383.050049,1383.050049,1412.140015,1375.140015,1412.140015,1006400000,-0.020599916
2000-05-11 00:00:00+00:00,1407.810059,1407.810059,1410.26001,1383.050049,1383.050049,953600000,0.017902468
2000-05-12 00:00:00+00:00,1420.959961,1420.959961,1430.130005,1407.810059,1407.810059,858200000,0.009340679
2000-05-15 00:00:00+00:00,1452.359985,1452.359985,1452.390015,1416.540039,1420.959961,854600000,0.022097755
2000-05-16 00:00:00+00:00,1466.040039,1466.040039,1470.400024,1450.76001,1452.359985,955500000,0.009419189
2000-05-17 00:00:00+00:00,1447.800049,1447.800049,1466.040039,1441.670044,1466.040039,820500000,-0.012441673
2000-05-18 00:00:00+00:00,1437.209961,1437.209961,1458.040039,1436.589966,1447.800049,807900000,-0.007314607
2000-05-19 00:00:00+00:00,1406.949951,1406.949951,1437.209961,1401.73999,1437.209961,853700000,-0.02105469
2000-05-22 00:00:00+00:00,1400.719971,1400.719971,1410.550049,1368.72998,1406.949951,869000000,-0.004428004
2000-05-23 00:00:00+00:00,1373.859985,1373.859985,1403.77002,1373.430054,1400.719971,869900000,-0.019175842
2000-05-24 00:00:00+00:00,1399.050049,1399.050049,1401.75,1361.089966,1373.859985,1152300000,0.018335248
2000-05-25 00:00:00+00:00,1381.52002,1381.52002,1411.650024,1373.930054,1399.050049,984500000,-0.012529952
2000-05-26 00:00:00+00:00,1378.02002,1378.02002,1391.420044,1369.75,1381.52002,722600000,-0.002533441
2000-05-30 00:00:00+00:00,1422.449951,1422.449951,1422.449951,1378.02002,1378.02002,844200000,0.032241862
2000-05-31 00:00:00+00:00,1420.599976,1420.599976,1434.48999,1415.5,1422.439941,960500000,-0.001300556
2000-06-01 00:00:00+00:00,1448.810059,1448.810059,1448.810059,1420.599976,1420.599976,960100000,0.019857865
2000-06-02 00:00:00+00:00,1477.26001,1477.26001,1483.22998,1448.810059,1448.810059,1162400000,0.019636771
2000-06-05 00:00:00+00:00,1467.630005,1467.630005,1477.280029,1464.680054,1477.26001,838600000,-0.006518829
2000-06-06 00:00:00+00:00,1457.839966,1457.839966,1471.359985,1454.73999,1467.630005,950100000,-0.006670645
2000-06-07 00:00:00+00:00,1471.359985,1471.359985,1474.640015,1455.060059,1457.839966,854600000,0.009274008
2000-06-08 00:00:00+00:00,1461.670044,1461.670044,1475.650024,1456.48999,1471.359985,854300000,-0.006585704
2000-06-09 00:00:00+00:00,1456.949951,1456.949951,1472.670044,1454.959961,1461.670044,786000000,-0.003229246
2000-06-12 00:00:00+00:00,1446,1446,1462.930054,1445.98999,1456.949951,774100000,-0.007515667
2000-06-13 00:00:00+00:00,1469.439941,1469.439941,1470.420044,1442.380005,1446,935900000,0.016210195
2000-06-14 00:00:00+00:00,1470.540039,1470.540039,1483.619995,1467.709961,1469.439941,929700000,0.000748651
2000-06-15 00:00:00+00:00,1478.72998,1478.72998,1482.040039,1464.619995,1470.540039,1011400000,0.005569343
2000-06-16 00:00:00+00:00,1464.459961,1464.459961,1480.77002,1460.420044,1478.72998,1250800000,-0.009650186
2000-06-19 00:00:00+00:00,1486,1486,1488.930054,1459.050049,1464.459961,921700000,0.01470852
2000-06-20 00:00:00+00:00,1475.949951,1475.949951,1487.319946,1470.180054,1486,1031500000,-0.006763155
2000-06-21 00:00:00+00:00,1479.130005,1479.130005,1482.189941,1468,1475.949951,1009600000,0.002154581
2000-06-22 00:00:00+00:00,1452.180054,1452.180054,1479.130005,1448.030029,1479.130005,1022700000,-0.018220137
2000-06-23 00:00:00+00:00,1441.47998,1441.47998,1459.939941,1438.310059,1452.180054,847600000,-0.007368283
2000-06-26 00:00:00+00:00,1455.310059,1455.310059,1459.660034,1441.47998,1441.47998,889000000,0.00959436
2000-06-27 00:00:00+00:00,1450.550049,1450.550049,1463.349976,1450.550049,1455.310059,1042500000,-0.003270787
2000-06-28 00:00:00+00:00,1454.819946,1454.819946,1467.630005,1450.550049,1450.550049,1095100000,0.00294364
2000-06-29 00:00:00+00:00,1442.390015,1442.390015,1455.140015,1434.630005,1454.819946,1110900000,-0.008543966
2000-06-30 00:00:00+00:00,1454.599976,1454.599976,1454.680054,1438.709961,1442.390015,1459700000,0.00846509
2000-07-03 00:00:00+00:00,1469.540039,1469.540039,1469.579956,1450.849976,1454.599976,451900000,0.010270909
2000-07-05 00:00:00+00:00,1446.22998,1446.22998,1469.540039,1442.449951,1469.540039,1019300000,-0.015862146
2000-07-06 00:00:00+00:00,1456.670044,1456.670044,1461.650024,1439.560059,1446.22998,947300000,0.007218813
2000-07-07 00:00:00+00:00,1478.900024,1478.900024,1484.119995,1456.670044,1456.670044,931700000,0.015260821
2000-07-10 00:00:00+00:00,1475.619995,1475.619995,1486.560059,1474.76001,1478.900024,838700000,-0.002217884
2000-07-11 00:00:00+00:00,1480.880005,1480.880005,1488.77002,1470.47998,1475.619995,980500000,0.00356461
2000-07-12 00:00:00+00:00,1492.920044,1492.920044,1497.689941,1480.880005,1480.880005,1001200000,0.008130327
2000-07-13 00:00:00+00:00,1495.839966,1495.839966,1501.390015,1489.650024,1492.920044,1026800000,0.001955846
2000-07-14 00:00:00+00:00,1509.97998,1509.97998,1509.98999,1494.560059,1495.839966,960600000,0.009452893
2000-07-17 00:00:00+00:00,1510.48999,1510.48999,1517.319946,1505.26001,1509.97998,906000000,0.000337759
2000-07-18 00:00:00+00:00,1493.73999,1493.73999,1510.48999,1491.349976,1510.48999,908300000,-0.011089117
2000-07-19 00:00:00+00:00,1481.959961,1481.959961,1495.630005,1479.920044,1493.73999,909400000,-0.007886265
2000-07-20 00:00:00+00:00,1495.569946,1495.569946,1501.920044,1481.959961,1481.959961,1064600000,0.009183774
2000-07-21 00:00:00+00:00,1480.189941,1480.189941,1495.569946,1477.910034,1495.569946,968300000,-0.010283708
2000-07-24 00:00:00+00:00,1464.290039,1464.290039,1485.880005,1463.800049,1480.189941,880300000,-0.010741799
2000-07-25 00:00:00+00:00,1474.469971,1474.469971,1476.22998,1464.290039,1464.290039,969400000,0.006952128
2000-07-26 00:00:00+00:00,1452.420044,1452.420044,1474.469971,1452.420044,1474.469971,1235800000,-0.014954477
2000-07-27 00:00:00+00:00,1449.619995,1449.619995,1464.910034,1445.329956,1452.420044,1156400000,-0.001927851
2000-07-28 00:00:00+00:00,1419.890015,1419.890015,1456.680054,1413.890015,1449.619995,980000000,-0.02050881
2000-07-31 00:00:00+00:00,1430.829956,1430.829956,1437.650024,1418.709961,1419.890015,952600000,0.007704781
2000-08-01 00:00:00+00:00,1438.099976,1438.099976,1443.540039,1428.959961,1430.829956,938700000,0.005080981
2000-08-02 00:00:00+00:00,1438.699951,1438.699951,1451.589966,1433.48999,1438.099976,994500000,0.0004172
2000-08-03 00:00:00+00:00,1452.560059,1452.560059,1454.189941,1425.430054,1438.699951,1095600000,0.009633772
2000-08-04 00:00:00+00:00,1462.930054,1462.930054,1462.930054,1451.310059,1452.560059,956000000,0.007139116
2000-08-07 00:00:00+00:00,1479.319946,1479.319946,1480.800049,1460.719971,1462.930054,854800000,0.01120347
2000-08-08 00:00:00+00:00,1482.800049,1482.800049,1484.52002,1472.609985,1479.319946,992200000,0.002352502
2000-08-09 00:00:00+00:00,1472.869995,1472.869995,1490.329956,1471.160034,1482.800049,1054000000,-0.006696826
2000-08-10 00:00:00+00:00,1460.25,1460.25,1475.150024,1459.890015,1472.869995,940800000,-0.008568302
2000-08-11 00:00:00+00:00,1471.839966,1471.839966,1475.719971,1453.060059,1460.25,835500000,0.007936974
2000-08-14 00:00:00+00:00,1491.560059,1491.560059,1491.640015,1468.560059,1471.839966,783800000,0.013398259
2000-08-15 00:00:00+00:00,1484.430054,1484.430054,1493.119995,1482.73999,1491.560059,895900000,-0.004780233
2000-08-16 00:00:00+00:00,1479.849976,1479.849976,1496.089966,1475.73999,1484.430054,929800000,-0.003085412
2000-08-17 00:00:00+00:00,1496.069946,1496.069946,1499.319946,1479.849976,1479.849976,922400000,0.010960551
2000-08-18 00:00:00+00:00,1491.719971,1491.719971,1499.469971,1488.98999,1496.069946,821400000,-0.002907602
2000-08-21 00:00:00+00:00,1499.47998,1499.47998,1502.839966,1491.130005,1491.719971,731600000,0.005202055
2000-08-22 00:00:00+00:00,1498.130005,1498.130005,1508.449951,1497.420044,1499.47998,818800000,-0.000900296
2000-08-23 00:00:00+00:00,1505.969971,1505.969971,1507.199951,1489.52002,1498.130005,871000000,0.005233168
2000-08-24 00:00:00+00:00,1508.310059,1508.310059,1511.160034,1501.25,1505.969971,837100000,0.001553874
2000-08-25 00:00:00+00:00,1506.449951,1506.449951,1513.469971,1505.089966,1508.310059,685600000,-0.001233239
2000-08-28 00:00:00+00:00,1514.089966,1514.089966,1523.949951,1506.449951,1506.449951,733600000,0.005071536
2000-08-29 00:00:00+00:00,1509.839966,1509.839966,1514.810059,1505.459961,1514.089966,795600000,-0.002806967
2000-08-30 00:00:00+00:00,1502.589966,1502.589966,1510.48999,1500.089966,1509.839966,818400000,-0.004801833
2000-08-31 00:00:00+00:00,1517.680054,1517.680054,1525.209961,1502.589966,1502.589966,1056600000,0.010042718
2000-09-01 00:00:00+00:00,1520.77002,1520.77002,1530.089966,1515.530029,1517.680054,767700000,0.00203598
2000-09-05 00:00:00+00:00,1507.079956,1507.079956,1520.77002,1504.209961,1520.77002,838500000,-0.00900206
2000-09-06 00:00:00+00:00,1492.25,1492.25,1512.609985,1492.119995,1507.079956,995100000,-0.009840192
2000-09-07 00:00:00+00:00,1502.51001,1502.51001,1505.339966,1492.25,1492.25,985500000,0.00687553
2000-09-08 00:00:00+00:00,1494.5,1494.5,1502.51001,1489.880005,1502.51001,961000000,-0.005331086
2000-09-11 00:00:00+00:00,1489.26001,1489.26001,1506.76001,1483.01001,1494.5,899300000,-0.003506183
2000-09-12 00:00:00+00:00,1481.98999,1481.98999,1496.930054,1479.670044,1489.26001,991200000,-0.004881632
2000-09-13 00:00:00+00:00,1484.910034,1484.910034,1487.449951,1473.609985,1481.98999,1068300000,0.001970353
2000-09-14 00:00:00+00:00,1480.869995,1480.869995,1494.160034,1476.72998,1484.910034,1014000000,-0.00272073
2000-09-15 00:00:00+00:00,1465.810059,1465.810059,1480.959961,1460.219971,1480.869995,1268400000,-0.010169655
2000-09-18 00:00:00+00:00,1444.51001,1444.51001,1467.77002,1441.920044,1465.810059,962500000,-0.014531248
2000-09-19 00:00:00+00:00,1459.900024,1459.900024,1461.160034,1444.51001,1444.51001,1024900000,0.010654142
2000-09-20 00:00:00+00:00,1451.339966,1451.339966,1460.48999,1430.949951,1459.900024,1104000000,-0.005863455
2000-09-21 00:00:00+00:00,1449.050049,1449.050049,1452.77002,1436.300049,1451.339966,1105400000,-0.001577795
2000-09-22 00:00:00+00:00,1448.719971,1448.719971,1449.050049,1421.880005,1449.050049,1185500000,-0.000227789
2000-09-25 00:00:00+00:00,1439.030029,1439.030029,1457.420044,1435.930054,1448.719971,982400000,-0.006688623
2000-09-26 00:00:00+00:00,1427.209961,1427.209961,1448.040039,1425.25,1439.030029,1106600000,-0.008213914
2000-09-27 00:00:00+00:00,1426.569946,1426.569946,1437.219971,1419.439941,1427.209961,1174700000,-0.000448438
2000-09-28 00:00:00+00:00,1458.290039,1458.290039,1461.689941,1425.780029,1426.569946,1206200000,0.022235217
2000-09-29 00:00:00+00:00,1436.51001,1436.51001,1458.290039,1436.290039,1458.290039,1197100000,-0.014935321
2000-10-02 00:00:00+00:00,1436.22998,1436.22998,1445.599976,1429.829956,1436.52002,1051200000,-0.000194937
2000-10-03 00:00:00+00:00,1426.459961,1426.459961,1454.819946,1425.280029,1436.22998,1098100000,-0.006802545
2000-10-04 00:00:00+00:00,1434.319946,1434.319946,1439.98999,1416.310059,1426.459961,1167400000,0.005510134
2000-10-05 00:00:00+00:00,1436.280029,1436.280029,1444.170044,1431.800049,1434.319946,1176100000,0.001366559
2000-10-06 00:00:00+00:00,1408.98999,1408.98999,1443.300049,1397.060059,1436.280029,1150100000,-0.0190005
2000-10-09 00:00:00+00:00,1402.030029,1402.030029,1409.689941,1392.47998,1408.98999,716600000,-0.004939681
2000-10-10 00:00:00+00:00,1387.02002,1387.02002,1408.829956,1383.849976,1402.030029,1044000000,-0.010705912
2000-10-11 00:00:00+00:00,1364.589966,1364.589966,1387.02002,1349.670044,1387.02002,1387500000,-0.016171399
2000-10-12 00:00:00+00:00,1329.780029,1329.780029,1374.930054,1328.060059,1364.589966,1388600000,-0.025509448
2000-10-13 00:00:00+00:00,1374.170044,1374.170044,1374.170044,1327.079956,1329.780029,1223900000,0.033381472
2000-10-16 00:00:00+00:00,1374.619995,1374.619995,1379.47998,1365.060059,1374.170044,1005400000,0.000327435
2000-10-17 00:00:00+00:00,1349.969971,1349.969971,1380.98999,1342.339966,1374.619995,1161500000,-0.017932246
2000-10-18 00:00:00+00:00,1342.130005,1342.130005,1356.650024,1305.790039,1349.969971,1441700000,-0.005807511
2000-10-19 00:00:00+00:00,1388.76001,1388.76001,1389.930054,1342.130005,1342.130005,1297900000,0.034743285
2000-10-20 00:00:00+00:00,1396.930054,1396.930054,1408.469971,1382.189941,1388.76001,1177400000,0.005882978
2000-10-23 00:00:00+00:00,1395.780029,1395.780029,1406.959961,1387.75,1396.930054,1046800000,-0.000823251
2000-10-24 00:00:00+00:00,1398.130005,1398.130005,1415.640015,1388.130005,1395.780029,1158600000,0.001683629
2000-10-25 00:00:00+00:00,1364.900024,1364.900024,1398.130005,1362.209961,1398.130005,1315600000,-0.023767447
2000-10-26 00:00:00+00:00,1364.439941,1364.439941,1372.719971,1337.810059,1364.900024,1303800000,-0.000337082
2000-10-27 00:00:00+00:00,1379.579956,1379.579956,1384.569946,1364.130005,1364.439941,1086300000,0.011096139
2000-10-30 00:00:00+00:00,1398.660034,1398.660034,1406.359985,1376.859985,1379.579956,1186500000,0.013830353
2000-10-31 00:00:00+00:00,1429.400024,1429.400024,1432.219971,1398.660034,1398.660034,1366400000,0.021978172
2000-11-01 00:00:00+00:00,1421.219971,1421.219971,1429.599976,1410.449951,1429.400024,1206800000,-0.005722718
2000-11-02 00:00:00+00:00,1428.319946,1428.319946,1433.400024,1421.219971,1421.219971,1167700000,0.004995691
2000-11-03 00:00:00+00:00,1426.689941,1426.689941,1433.209961,1420.920044,1428.319946,997700000,-0.001141204
2000-11-06 00:00:00+00:00,1432.189941,1432.189941,1438.459961,1427.719971,1428.76001,930900000,0.003855077
2000-11-07 00:00:00+00:00,1431.869995,1431.869995,1436.219971,1423.26001,1432.189941,880900000,-0.000223397
2000-11-08 00:00:00+00:00,1409.280029,1409.280029,1437.280029,1408.780029,1431.869995,909300000,-0.015776548
2000-11-09 00:00:00+00:00,1400.140015,1400.140015,1409.280029,1369.680054,1409.280029,1111000000,-0.006485592
2000-11-10 00:00:00+00:00,1365.97998,1365.97998,1400.140015,1365.969971,1400.140015,962500000,-0.024397584
2000-11-13 00:00:00+00:00,1351.26001,1351.26001,1365.97998,1328.619995,1365.97998,1129300000,-0.010776125
2000-11-14 00:00:00+00:00,1382.949951,1382.949951,1390.060059,1351.26001,1351.26001,1118800000,0.023452142
2000-11-15 00:00:00+00:00,1389.810059,1389.810059,1395.959961,1374.75,1382.949951,1066800000,0.004960489
2000-11-16 00:00:00+00:00,1372.319946,1372.319946,1394.76001,1370.390015,1389.810059,956300000,-0.012584534
2000-11-17 00:00:00+00:00,1367.719971,1367.719971,1384.849976,1355.550049,1372.319946,1070400000,-0.00335197
2000-11-20 00:00:00+00:00,1342.619995,1342.619995,1367.719971,1341.670044,1367.719971,955800000,-0.018351692
2000-11-21 00:00:00+00:00,1347.349976,1347.349976,1355.869995,1333.619995,1342.619995,1137100000,0.003522948
2000-11-22 00:00:00+00:00,1322.359985,1322.359985,1347.349976,1321.890015,1347.349976,963200000,-0.018547512
2000-11-24 00:00:00+00:00,1341.77002,1341.77002,1343.829956,1322.359985,1322.359985,404870000,0.014678328
2000-11-27 00:00:00+00:00,1348.969971,1348.969971,1362.5,1341.77002,1341.77002,946100000,0.00536601
2000-11-28 00:00:00+00:00,1336.089966,1336.089966,1358.810059,1334.969971,1348.969971,1028200000,-0.009548029
2000-11-29 00:00:00+00:00,1341.930054,1341.930054,1352.380005,1329.280029,1336.089966,402100000,0.004371029
2000-11-30 00:00:00+00:00,1314.949951,1314.949951,1341.910034,1294.900024,1341.910034,1186530000,-0.020105446
2000-12-01 00:00:00+00:00,1315.22998,1315.22998,1334.670044,1307.02002,1314.949951,1195200000,0.000212958
2000-12-04 00:00:00+00:00,1324.969971,1324.969971,1332.060059,1310.22998,1315.180054,1103000000,0.007405542
2000-12-05 00:00:00+00:00,1376.540039,1376.540039,1376.560059,1324.969971,1324.969971,900300000,0.038921688
2000-12-06 00:00:00+00:00,1351.459961,1351.459961,1376.540039,1346.150024,1376.540039,1399300000,-0.01821965
2000-12-07 00:00:00+00:00,1343.550049,1343.550049,1353.5,1339.26001,1351.459961,1128000000,-0.005852865
2000-12-08 00:00:00+00:00,1369.890015,1369.890015,1380.329956,1343.550049,1343.550049,1358300000,0.019604752
2000-12-11 00:00:00+00:00,1380.199951,1380.199951,1389.050049,1364.140015,1369.890015,1202400000,0.007526105
2000-12-12 00:00:00+00:00,1371.180054,1371.180054,1380.27002,1370.27002,1380.199951,1083400000,-0.006535211
2000-12-13 00:00:00+00:00,1359.98999,1359.98999,1385.819946,1358.47998,1371.180054,1195100000,-0.0081609
