date,change
2001-05-03 00:00:00+00:00,-0.014872693
2001-05-04 00:00:00+00:00,0.014440428
2001-05-07 00:00:00+00:00,-0.002447459
2001-05-08 00:00:00+00:00,-0.001828287
2001-05-09 00:00:00+00:00,-0.00448772
2001-05-10 00:00:00+00:00,-0.000286718
2001-05-11 00:00:00+00:00,-0.00757661
2001-05-14 00:00:00+00:00,0.002609038
2001-05-15 00:00:00+00:00,0.000416278
2001-05-16 00:00:00+00:00,0.028452787
2001-05-17 00:00:00+00:00,0.002723757
2001-05-18 00:00:00+00:00,0.002693052
2001-05-21 00:00:00+00:00,0.016153748
2001-05-22 00:00:00+00:00,-0.002627874
2001-05-23 00:00:00+00:00,-0.015526399
2001-05-24 00:00:00+00:00,0.003196148
2001-05-25 00:00:00+00:00,-0.011815947
2001-05-29 00:00:00+00:00,-0.007794067
2001-05-30 00:00:00+00:00,-0.015655515
2001-05-31 00:00:00+00:00,0.006201518
2001-06-01 00:00:00+00:00,0.003862096
2001-06-04 00:00:00+00:00,0.005108348
2001-06-05 00:00:00+00:00,0.01299016
2001-06-06 00:00:00+00:00,-0.01054864
2001-06-07 00:00:00+00:00,0.00545651
2001-06-08 00:00:00+00:00,-0.009397319
2001-06-11 00:00:00+00:00,-0.008355953
2001-06-12 00:00:00+00:00,0.001163881
2001-06-13 00:00:00+00:00,-0.011346897
2001-06-14 00:00:00+00:00,-0.017501595
2001-06-15 00:00:00+00:00,-0.004516883
2001-06-18 00:00:00+00:00,-0.004883174
2001-06-19 00:00:00+00:00,0.003434127
2001-06-20 00:00:00+00:00,0.008708752
2001-06-21 00:00:00+00:00,0.011364214
2001-06-22 00:00:00+00:00,-0.009450028
2001-06-25 00:00:00+00:00,-0.00550863
2001-06-26 00:00:00+00:00,-0.001509901
2001-06-27 00:00:00+00:00,-0.004676406
2001-06-28 00:00:00+00:00,0.012493089
2001-06-29 00:00:00+00:00,-0.001484217
2001-07-02 00:00:00+00:00,0.010078542
2001-07-03 00:00:00+00:00,-0.001835516
2001-07-05 00:00:00+00:00,-0.012321246
2001-07-06 00:00:00+00:00,-0.023498265
2001-07-09 00:00:00+00:00,0.006878996
2001-07-10 00:00:00+00:00,-0.014397979
2001-07-11 00:00:00+00:00,-0.001134103
2001-07-12 00:00:00+00:00,0.023691267
2001-07-13 00:00:00+00:00,0.006241031
2001-07-16 00:00:00+00:00,-0.010882882
2001-07-17 00:00:00+00:00,0.009971301
2001-07-18 00:00:00+00:00,-0.005541633
2001-07-19 00:00:00+00:00,0.006052826
2001-07-20 00:00:00+00:00,-0.003432078
2001-07-23 00:00:00+00:00,-0.016368623
2001-07-24 00:00:00+00:00,-0.016271634
2001-07-25 00:00:00+00:00,0.016079858
2001-07-26 00:00:00+00:00,0.010449532
2001-07-27 00:00:00+00:00,0.002402378
